Year of Death,Locality,Locality Name,Drug Class,Death Count,Death Rate
2018,51043,Clarke,Heroin,0,0
2015,51181,Surry,Methadone,0,0
2018,51640,Galax,All Drugs,0,0
2015,51063,Floyd,N SS Opioids,0,0
2015,51147,Prince Edward,Rx N SS Methadone,0,0
2015,51169,Scott,N SS Opioids,*,*
2015,51620,Franklin City,N SS Opioids,*,*
2015,51157,Rappahannock,N SS S Opioids,*,*
2017,51595,Emporia,N SS Opioids,0,0
2015,51011,Appomattox,N SS Opioids,0,0
2016,51149,Prince George,Methadone,0,0
2017,51075,Goochland,Any Opioids,*,*
2018,51171,Shenandoah,N SS S Opioids,5,11.50
2016,51735,Poquoson,Rx N SS Methadone,*,*
2017,51103,Lancaster,All Drugs,*,*
2017,51105,Lee,S Opioids No Methadone,*,*
2017,51830,Williamsburg,Rx N SS Methadone,*,*
2015,51187,Warren,Heroin,6,15.35
2018,51069,Frederick,Rx N SS Methadone,*,*
2015,51079,Greene,Methadone,0,0
2016,51670,Hopewell,Rx N SS Methadone,*,*
2016,51159,Richmond County,All Drugs,*,*
2015,51540,Charlottesville,N SS S Opioids,*,*
2018,51007,Amelia,All Drugs,*,*
2015,51107,Loudoun,N SS Opioids,6,1.60
2016,51590,Danville,Any Opioids,*,*
2018,51685,Manassas Park,N SS Opioids,0,0
2015,51640,Galax,Heroin,*,*
2018,51139,Page,N SS Opioids,0,0
2018,51009,Amherst,S Opioids No Methadone,0,0
2018,51097,King and Queen,Heroin,*,*
2015,51043,Clarke,All Drugs,*,*
2018,51021,Bland,S Opioids No Methadone,0,0
2017,51053,Dinwiddie,All Drugs,*,*
2016,51750,Radford,Rx N SS Methadone,*,*
2018,51049,Cumberland,Heroin,0,0
2017,51107,Loudoun,S Opioids No Methadone,19,4.76
2017,51037,Charlotte,Rx N SS Methadone,*,*
2015,51105,Lee,N SS Opioids,*,*
2015,51740,Portsmouth,S Opioids No Methadone,11,11.43
2015,51097,King and Queen,All Drugs,0,0
2015,51049,Cumberland,All Drugs,*,*
2017,51133,Northumberland,N SS Opioids,*,*
2017,51007,Amelia,N SS S Opioids,*,*
2018,51041,Chesterfield,N SS S Opioids,65,18.64
2016,51069,Frederick,Any Opioids,16,18.95
2015,51610,Falls Church,Rx N SS Methadone,0,0
2018,51820,Waynesboro,Heroin,0,0
2015,51595,Emporia,S Opioids No Methadone,0,0
2017,51036,Charles City,Heroin,*,*
2016,51137,Orange,N SS Opioids,*,*
2015,51061,Fauquier,Any Opioids,12,17.45
2016,51730,Petersburg,N SS S Opioids,9,28.23
2018,51085,Hanover,Rx N SS Methadone,*,*
2017,51590,Danville,Heroin,*,*
2016,51127,New Kent,N SS S Opioids,0,0
2017,51101,King William,N SS S Opioids,*,*
2016,51101,King William,S Opioids No Methadone,*,*
2018,51185,Tazewell,Rx N SS Methadone,*,*
2015,51031,Campbell,N SS S Opioids,*,*
2018,51087,Henrico,Any Opioids,52,15.79
2017,51730,Petersburg,S Opioids No Methadone,9,28.35
2016,51059,Fairfax,Rx N SS Methadone,26,2.28
2015,51007,Amelia,Heroin,*,*
2015,51135,Nottoway,Any Opioids,0,0
2017,51169,Scott,S Opioids No Methadone,0,0
2017,51063,Floyd,S Opioids No Methadone,*,*
2018,51167,Russell,Methadone,0,0
2017,51155,Pulaski,Rx N SS Methadone,*,*
2016,51775,Salem,All Drugs,*,*
2018,51683,Manassas City,S Opioids No Methadone,5,12.01
2018,51153,Prince William,Heroin,15,3.21
2017,51119,Middlesex,All Drugs,6,56.19
2018,51720,Norton,S Opioids No Methadone,0,0
2017,51620,Franklin City,Heroin,*,*
2018,51017,Bath,S Opioids No Methadone,*,*
2016,51640,Galax,Heroin,0,0
2016,51043,Clarke,All Drugs,*,*
2015,51750,Radford,Rx N SS Methadone,0,0
2017,51155,Pulaski,Heroin,*,*
2016,51115,Mathews,Any Opioids,*,*
2015,51007,Amelia,Rx N SS Methadone,0,0
2015,51069,Frederick,N SS Opioids,7,8.41
2015,51820,Waynesboro,N SS S Opioids,*,*
2015,51015,Augusta,N SS Opioids,0,0
2017,51113,Madison,N SS Opioids,*,*
2016,51059,Fairfax,Heroin,33,2.90
2016,51195,Wise,S Opioids No Methadone,7,17.84
2015,51001,Accomack,Methadone,0,0
2017,51680,Lynchburg,All Drugs,10,12.35
2016,51089,Henry,Heroin,0,0
2016,51081,Greensville,Methadone,0,0
2015,51650,Hampton,N SS Opioids,5,3.66
2016,51029,Buckingham,Heroin,0,0
2015,51033,Caroline,Methadone,0,0
2015,51570,Colonial Heights,All Drugs,*,*
2018,51680,Lynchburg,All Drugs,9,10.96
2018,51097,King and Queen,All Drugs,5,71.00
2015,51041,Chesterfield,N SS S Opioids,9,2.68
2016,51035,Carroll,N SS Opioids,0,0
2018,51105,Lee,N SS Opioids,*,*
2018,51049,Cumberland,All Drugs,0,0
2017,51053,Dinwiddie,Heroin,*,*
2018,51740,Portsmouth,S Opioids No Methadone,22,23.25
2016,51027,Buchanan,All Drugs,5,22.54
2015,51029,Buckingham,Methadone,0,0
2016,51099,King George,N SS Opioids,*,*
2016,51760,Richmond City,Any Opioids,59,26.44
2015,51081,Greensville,Heroin,0,0
2015,51071,Giles,N SS S Opioids,*,*
2017,51510,Alexandria,Methadone,*,*
2018,51159,Richmond County,Any Opioids,*,*
2015,51171,Shenandoah,N SS Opioids,7,16.21
2016,51111,Lunenburg,S Opioids No Methadone,0,0
2017,51053,Dinwiddie,Rx N SS Methadone,*,*
2015,51137,Orange,Methadone,*,*
2016,51735,Poquoson,Any Opioids,5,41.61
2017,51750,Radford,Heroin,0,0
2018,51145,Powhatan,All Drugs,*,*
2018,51011,Appomattox,N SS S Opioids,*,*
2018,51173,Smyth,N SS S Opioids,0,0
2016,51630,Fredericksburg,N SS Opioids,*,*
2017,51111,Lunenburg,N SS S Opioids,0,0
2017,51019,Bedford,All Drugs,17,21.80
2018,51193,Westmoreland,Methadone,0,0
2017,51740,Portsmouth,N SS Opioids,5,5.29
2015,51820,Waynesboro,Any Opioids,*,*
2015,51660,Harrisonburg,Methadone,*,*
2018,51117,Mecklenburg,Methadone,0,0
2017,51710,Norfolk,N SS Opioids,7,2.86
2015,51133,Northumberland,S Opioids No Methadone,0,0
2018,51079,Greene,N SS Opioids,0,0
2016,51077,Grayson,N SS S Opioids,0,0
2016,51165,Rockingham,Any Opioids,*,*
2017,51065,Fluvanna,N SS S Opioids,*,*
2018,51177,Spotsylvania,S Opioids No Methadone,25,18.62
2018,51083,Halifax,N SS Opioids,*,*
2018,51678,Lexington,S Opioids No Methadone,*,*
2015,51067,Franklin County,Any Opioids,5,8.89
2018,51147,Prince Edward,Rx N SS Methadone,0,0
2015,51043,Clarke,Heroin,*,*
2018,51157,Rappahannock,N SS S Opioids,0,0
2016,51133,Northumberland,All Drugs,0,0
2015,51640,Galax,All Drugs,*,*
2018,51620,Franklin City,N SS Opioids,0,0
2018,51181,Surry,Methadone,0,0
2018,51063,Floyd,N SS Opioids,0,0
2018,51169,Scott,N SS Opioids,*,*
